Job Title,Job Description,link,price
Web Site Creation,"I need a someone to create a website for me. I have a detailed design written down, I just need someone to create it for me",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/web-site-creation-4390190,$340
full-stack web developer,"I’m looking for a skilled full-stack web developer who can build a complete website from scratch – both frontend and backend.I already have most of the design prepared in Canva, which I can share with you. It might not be directly usable for coding, but it provides a clear visual direction. **Core Requirements:** * Fully custom-built website (no templates, no WordPress). * Responsive design that works perfectly on desktop, tablet, and mobile. * Clean, modern, and fast-loading frontend. * Admin panel with full control over users and content. * User registration and login (via email and/or phone). * Paid posting system with credit or wallet functionality. * Listing system with filters (by location, category, etc.). * Contact options via direct message or contact form. * Strong focus on security and privacy. * SEO-friendly structure. * Multilingual support (starting with one language, but should be expandable). **Preferred Tech Stack (flexible):** * Frontend: HTML, CSS, JavaScript (or modern frameworks like React/Vue) * Backend: Node.js / PHP / Python / Laravel (or other full-stack solution) * Database: MySQL / PostgreSQL / MongoDB * Payment gateway integration (e.g., Stripe, crypto, or API-ready solution) If you're using a framework or CMS, please explain how it still allows full customization. **I Will Provide:** * Design mockups from Canva. * Reference websites with similar functionality and structure. * A clear feature list and flowchart. **You Must Have:** * Proven experience with full-stack development (portfolio required). * Strong communication skills. * Ability to deliver high-quality code on time. * Experience building classified/listing platforms is a big plus. * You must be comfortable building everything from scratch – not just frontend. ➕ **Bonus If You Can Also:** * Help with basic SEO structure. * Suggest hosting and deployment setup. * Handle testing and debugging across devices.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/full-stack-web-developer-4390143,$41/hr
Web Designer Needed for Elegant Website Refresh,"We’re a friendly, approachable communications agency in need of a talented web designer to overhaul our current offering. We need a creative with a keen eye for clean, modern design, and the imagination and technical ability to create something to be proud of. The site serves as the homepage for our well-established, boutique communications agency which has a professional and trusted brand identity. The current website reads well, but feels dated and cluttered, with too many tabs, un-inspiring stock images, and poor flow. It needs simplification, modernisation, and a cleaner, sleeker look, including new images, and a refreshed colour palette and font. Can you turn it around? We aren’t committed to the current platform, and would welcome a simpler, more admin-friendly approach. The ideal candidate is visually creative, with a good eye for simple, effective communication, and a commitment to detail. They will be up for pitching in on discussions about brand identity, and not afraid to suggest radical solutions. Project Scope: • Analysis of current website • A menu of re-design and palette options • Design of 3–5 core pages • Clean and intuitive UX/UI with a flair for simple solutions • Optimisation for web and mobile • Integration of SEO Requirements: • A portfolio showing off elegant design • A demonstrable understanding of visual hierarchy, typography, and layout • Enough experience to know what works, and push back against bad ideas • The communication skills needed to collaborate with the less technically minded! What we don’t need • Copywriting skills – we’ve got the words • Over-promisers Timeline: We’d like to begin soon, with a goal to launch by end of summer. Budget: Based on pitch and quote How to Apply: Please send: • Relevant examples of your work • A short intro or CV • Your availability • Questions",https://www.peopleperhour.com/freelance-jobs/design/web-design/web-designer-needed-for-elegant-website-refresh-4395667,$1.4K
B2C Data Scraping Specialist for Queens,"I'm seeking a skilled data scraper to gather B2C phone numbers from specific ZIP codes in Queens, New York. The target demographic is aged 23–55 years. The final dataset should include: - Phone number - Name - Email (if available) - Age/DOB - Address (if possible) The data should be delivered in CSV format. Ideal Skills and Experience: - Expertise in scraping public records - Familiarity with age filtering in data scraping - Ability to provide a substantial number of leads per ZIP code - Efficient turnaround time - Previous samples of similar work Please include details on your data sources, age filtering capabilities, expected leads per ZIP code, turnaround time, and if you can provide a sample with your bids.",https://www.peopleperhour.com/freelance-jobs/technology-programming/databases/b2c-data-scraping-specialist-for-queens-4387774,$500
Google Sheet Dashboard Creation,I am looking for someone to build a dashboard on Google Sheets that is capable of integrating with and data scraping from Companies House and HMRC's website I have attached a brief of the project so would welcome answers and proof of workings around that and suggestions for implementation,https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/google-sheet-dashboard-creation-4388540,$451
I need Web Designer and UX/UI Designer,"The project description is as follows: We are looking for a talented Web Designer and UX/UI Designer to join our team and create visually stunning and user-friendly web experiences. As a Web Designer, you will be responsible for designing and developing websites that are visually appealing, easy to navigate, and optimized for various devices and browsers. You will work closely with our clients to understand their requirements and translate them into visually appealing and functional designs. As a UX/UI Designer, you will be responsible for designing and improving the user experience of our websites. You will conduct user research, analyze user behavior, and create wireframes, prototypes, and user interfaces that are intuitive and user-friendly. You will also work closely with our development team to ensure that the designs are implemented effectively. Requirements: - Strong portfolio of web design and UX/UI design projects - Proficiency in HTML, CSS, JavaScript, and other web development technologies - Excellent design skills and attention to detail - Ability to work collaboratively in a team environment - Strong communication and problem-solving skills - Experience with user research and analysis - Familiarity with design tools such as Adobe Photoshop, Illustrator, and Sketch - Ability to work under tight deadlines If you are a passionate Web Designer and UX/UI Designer with a strong portfolio and a passion for creating visually stunning and user-friendly web experiences, we would love to hear from you. Please submit your resume and portfolio for consideration.",https://www.peopleperhour.com/freelance-jobs/design/web-design/i-need-web-designer-and-ux-ui-designer-4392319,$39/hr
UI/UX Web Designer for Startup & Branding Projects,"We are looking for a talented web designer (UI/UX) to support us on website projects on a fixed-price, per-project basis. You’ll be responsible for designing clean, modern, and user-friendly websites in Figma or a software of your choice. Our projects are typically for startups, digital-first businesses or improving existing corporate brands with a strong emphasis on clarity, uniqueness and conversion. We value thoughtful layouts, good hierarchy, and attention to responsive structure. You’ll work closely with our creative team and hand off designs that are ready for development or tools like Webflow. What we’re looking for: - Strong skills in UI/UX web design using Figma - At least 2 years of experience in digital/web design - Clean, conversion-friendly and aesthetic design style - Familiar with best practices for mobile/responsive design - Reliable and independent way of working - Good communication and availability - Experience creating structured handovers (Figma components, naming, grids, etc.) This is not a one-off hire. We’re looking to build an ongoing relationship with a great freelance designer, but all work will be done on a per-project, fixed-price basis. If you’re interested, please apply with: - A short intro about you - Your portfolio or examples of web design work - Your design approach or tools you use - Your general availability Looking forward to collaborating with you! – Simon",https://www.peopleperhour.com/freelance-jobs/design/web-design/ui-ux-web-designer-for-startup-branding-projects-4394729,$41/hr
Looking for candidates who knows some basic web skills,"Hi, everyone. I am looking for someone who helps us regarding our business related to the software development. We need to have our communications with English so candidates must be fluent in English verbal and writing. And they need to know about some web basic skills such as react, python and so on. If you don't satisfied with these conditions, don't apply. I am looking for someone whose hourly rate is 20-30$ also. Hope I find the best one asap. Thanks.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/looking-for-candidates-who-knows-some-basic-web-skills-4388797,$27/hr
Entry-Level Web Developer Needed for Startup Project,"I’m launching an early-stage startup and looking for a reliable, entry-level web developer to assist in building a clean, responsive website. This is a great opportunity for someone looking to gain real-world experience, work on a live project, and potentially grow with the company long-term. You’ll work directly with me on tasks such as: Creating and styling web pages Implementing responsive design Basic CMS setup (WordPress or Webflow) Fixing bugs or optimizing layout Workload will be flexible and based on clear milestones. You don’t need to be an expert — just motivated, willing to learn, and committed to delivering clean work.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/entry-level-web-developer-needed-for-startup-project-4393884,$162
Senior Full-Stack Developer for Ongoing Web Project,"We are looking for a highly skilled and experienced Senior Developer to join our project and help take it to the next level. You will work closely with our team to build, improve, and maintain a web-based platform with advanced functionality and a strong emphasis on performance, scalability, and clean code architecture. We’re building a powerful and user-friendly [insert project type – e.g., SaaS platform, fintech app, crypto dashboard, etc.], and we need a reliable senior developer who can jump in, understand the existing architecture, and contribute to both backend and frontend development. Project Details:",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/senior-full-stack-developer-for-ongoing-web-project-4392177,$1.4K
Job Title,Job Description,link,price
"HTML, CSS, React using TypeScript","We are a Cloud software services and consulting company with clients located world-wide. We are hiring React/HTML5 Engineers to develop a React web application using TypeScript. We are looking for developers who excel at vanilla HTML development without using traditional Javascript frameworks. Automated Testing using Playwright will be forefront in all coding. The majority of our services are provided remotely. You will be given the opportunity to work from home, with minimal in-person meetings. We use a combination of a strong software lifecycle, automated build pipelines with integration tests, and, in some cases, continuous delivery of software. Our employees require discipline, excellent communication, and a passion for technology and problem solving. Basic Qualifications * Minimum of 5+ years of HTML5/CSS development experience * Minimum of 5+ years of React * Proven experience using version control patterns using Git Preferred Qualifications * Experience with Agile development lifecycle including Atlassian JIRA, Confluence, and/or BitBucket * Experience with automated testing using Selenium or Playwright Professional Skill Requirements * Success in contributing to an international, team-oriented environment * Ability to work remotely using Agile software practices and tools * Ability to work creatively and analytically in a problem-solving environment * Excellent communication (written and oral) and interpersonal skills",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/html-css-react-using-typescript-4393680,$36/hr
Web scraping tool,"I am seeking development of an automated web data extraction application. The tool should programmatically access specific websites, gather contact email addresses embedded within pages, and compile the addresses into a single downloadable file. Rather than manual browsing and copying, the application will retrieve email addresses directly from backend code through simulation of usual page loading. It should seamlessly navigate sites, interpret HTML/JavaScript to find contact strings in a specified format, and organize the yields into a clean spreadsheet format. User-interface for configuration and output should be intuitive and minimal. Primary objectives include contact harvesting from numerous pages in an expedited unobtrusive manner and segmentation of the compiled addresses for simplified import into email marketing services. Experience with web scraping libraries such as Selenium, BeautifulSoup or Scrapy would be beneficial. Proficiency in Python is required for this project.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/web-scraping-tool-4382888,$449
Job Title,Job Description,link,price
Python bot,"“Looking for someone to develop a powerful, high-performance Python shell bot called ‘Thunder’—named for its speed and strength.”",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/python-bot-4393669,$60
Long term support for custom Python code,"I’m seeking a developer partner to provide Long-Term Support (LTS) for my existing Python code that utilizes pandas for data manipulation. The code currently runs on Windows. This code runs 2-3 times a month, only in the first week of the month. Key Requirements: - Long-term support including troubleshooting and updates (2-4 years). - I require an SLA contract. Corrections to code are time critical and shall be addressed within 24 hours. Ideal Skills: - A small to mid-sized company with at least 50 relevant employees. Support should be available in all cases. Time zone is Asia/Europe. - Expertise in Python and pandas. - Experience with finance (accounting) related projects - Strong problem-solving skills. - Availability for ongoing support is a must. Please only bid if you have a proven track record in Python development and are committed to long-term engagement.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/long-term-support-for-custom-python-code-4387198,$100/hr
"Python, mysql and react for a small project i started","The project involves developing a small web application using Python, MySQL, and React for a specific purpose. The project is currently in its initial stages, and the freelancer is seeking assistance in completing it. The ideal candidate should have a strong understanding of Python, MySQL, and React, as well as proficiency in German and English. The freelancer should be able to work independently and communicate effectively.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/python-mysql-and-react-for-a-small-project-i-started-4385968,$58
Looking for candidates who knows some basic web skills,"Hi, everyone. I am looking for someone who helps us regarding our business related to the software development. We need to have our communications with English so candidates must be fluent in English verbal and writing. And they need to know about some web basic skills such as react, python and so on. If you don't satisfied with these conditions, don't apply. I am looking for someone whose hourly rate is 20-30$ also. Hope I find the best one asap. Thanks.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/looking-for-candidates-who-knows-some-basic-web-skills-4388797,$27/hr
Convert notebook code to one python function,"Hi, I have working python notebook with around 180 lines of python code and the requirement is to convert it into once executable function as all the working code is available, so at the end, I should have 3 buttons and be able to : 1. 2 buttons to upload 2 separate files - available in 1st bock of code 2. 1 button to run analysis - need a button to click analysis which returns the two set of crosstabs - available in the code Thanks",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/convert-notebook-code-to-one-python-function-4383364,$10
REFLEX -Zero-Knowledge Architecture Implementation,"DO NOT APPLY IF YOU DONT HAVE RELEX AND SECUITY EXPERIENCE We are seeking a skilled developer to implement a zero-knowledge architecture in our existing Python-based web application built with Reflex. The application currently handles user data, company information, and contact entries, and requires enhanced privacy and security through zero-knowledge principles. ____________________________________________________________________________________ Current System Architecture The application currently uses: Reflex framework for web development SQLModel/SQLAlchemy for database operations Local authentication system Models for UserInfo, AdminUser, CompanyData, and ContactEntry ___________________________________________________________________________________ Technical Requirements Required Skills Strong experience with zero-knowledge protocols and cryptography Proficiency in Python and modern web frameworks Experience with SQL databases and ORMs Understanding of secure key management Knowledge of end-to-end encryption implementation Specific Technologies Zero-knowledge proof systems (e.g., zk-SNARKs or zk-STARKs) Modern encryption libraries Secure key management solutions Database encryption tools Deliverables Detailed technical design document Implementation of zero-knowledge architecture Updated database schema with encryption support Secure API endpoints Documentation for: System architecture Security protocols Key management User guide for encrypted operations",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/reflex-zero-knowledge-architecture-implementation-4388727,$476
I am looking for a Full Stack Developer.,"The project involves creating a bot that analyzes user data to provide personalized recommendations and insights. The bot will integrate with various systems and APIs to gather and process data, and will use machine learning algorithms to analyze the data and generate insights. The project requires strong skills in Full Stack Development, including knowledge of Python, Django, and React. The bot will be deployed on a cloud platform and will require ongoing maintenance and support. The project has a tight deadline, and the successful freelancer will need to be able to work quickly and efficiently to meet the requirements.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/i-am-looking-for-a-full-stack-developer-4388871,$25/hr
NEED HELP WITH PHYTHON BASED PROJECT,"I am working on Python based project to use image processing for defect analysis of steel sheets and strips. I have the coding part of the project and want your help with the validation, training and execution part. let me know if you can help me with this. We can have a small zoom meeting in order to better understand the project requirements and finalise the rates and time.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/need-help-with-phython-based-project-4383985,$10
Full-Stack Developer for AI-Powered File Conversion Web App,"Description: I am looking for a skilled developer to build a web-based image tool that uses AI to remove backgrounds and allows users to convert image formats (like JPG to PNG, WebP, etc.). I already have the HTML front-end designed — your role is to integrate it with a backend that includes AI-powered features. Core Features Needed: AI background remover (using rembg or similar deep learning tools) Image format converter (e.g., JPG ↔ PNG) Upload and download functionality Clean, responsive user interface (connect to my existing HTML) Preferred Tech Stack: Backend: Python (FastAPI or Flask) AI Tools: rembg or other AI-based background removal models Image Libraries: Pillow, OpenCV (if needed) Hosting Knowledge: Deployable on Render, Railway, or VPS Bonus (Optional): User login + file history Ability to add watermark or compress image Chat assistant for basic support (OpenAI API) Requirements: Experience working with AI image tools Ability to integrate AI with a user-friendly frontend Fast delivery and budget-friendly rates Budget: Small/startup budget (please quote your best price) Timeline: 1–2 weeks max Deliverables: Full working project with source co",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/full-stack-developer-for-ai-powered-file-conversion-web-app-4394148,$69
Marketing team,"We are a company that has developed a project management system tailored for the construction and trades industry. We have completed our MVP version and are now looking for a marketing agency that can manage social media, email campaigns, and analyze Google Analytics to create customer and lead conversion flows. Our system is available at timeflowsystem.se. We will start with the Swedish market but plan to expand internationally in the near future. Our system targets both private individuals looking for tradespeople and professionals in the trade industry who need a steady stream of leads and a project tool that saves them time. Applicants must have expertise in the following platforms and tools: Meta, Google Ads, Analytics, LinkedIn, YouTube, Pinterest, TikTok, Klaviyo, Microsoft Ads, Buffer, Slack, Jira, SharePoint, among others. We will be running several campaigns simultaneously and will soon be entering additional international markets. You will be responsible for creating visuals (we will provide image materials), be involved in our website (built in Python and Django CMS), run social media ads, and execute targeted email campaigns (we already have mailing lists). We are looking for a long-term, mutually beneficial collaboration.",https://www.peopleperhour.com/freelance-jobs/digital-marketing/content-marketing/marketing-team-4391435,$25/hr
TTS Software Installation Expert Needed,"Install Translate-to-Speech (TTS) software on a computer that will serve as a remote server. We need someone with previous experience in voice synthesis to install Coqui TTS, add VITS voices, and assist in generating and fine-tuning custom voices from scratch. The required voices are in a minor language and will require adjustments for their implementation and subsequent use to create long, ultra-natural-sounding texts. Knowledge of Python is required. This is not a development project; it is simply a local server installation. We provide the necessary documentation for rapid implementation, as well as the source code. The installation will be performed remotely.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/tts-software-installation-expert-needed-4384149,$25/hr
Interactive Podcast Audio Integration Tool,"Objective Build a standalone Windows script that: Plays a pre-recorded audio file into NotebookML’s mic input (using VB-Cable) Records the browser output (Chromium) for 60 seconds and saves it as a .wav file Tech Requirements OS: Windows 10 or 11 Language: Python (preferred) or JavaScript (Node.js) Tools: VB-Cable (A+B) for audio routing FFmpeg for recording audio (Optional) Playwright to simulate “Join” click in NotebookML Functionality Step 1 – Audio Injection Play a specified .wav file (e.g., question.wav) into the Chromium browser’s microphone input via VB-Cable The browser should already be open at https://notebooklm.google.com/ in Interactive Mode Ideally, wait 5 seconds before playback to allow time for the host's welcome message and for the podcast to enter listening mode Step 2 – Audio Recording Start recording output from Chromium’s speaker output via VB-Cable Save a .wav file (e.g., response_2025-05-30T12-00-00.wav) Duration: 60 seconds (should be configurable in the script) Step 3 – Output Save the .wav file to the ./recordings/ folder Print status to console only: Injecting audio... Recording answer... Saved response to recordings/response_.wav Configuration (can be hardcoded) Input audio file path Output WAV file location Recording duration (default: 60s) Device names for VB-Cable input/output (optional to expose) Deliverables A working Python or JavaScript script file (inject_and_record.py or .js) README with setup instructions and list of dependencies All source code in editable form, tested on Windows 10 or 11 using VB-Cable and Chromium",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/interactive-podcast-audio-integration-tool-4385049,$150
Development of an AI-Powered Web Application for a Running Shoe,"This project aims to develop an innovative web application to market a customizable running shoe. The app will utilize computer vision, machine learning, and adaptive questionnaires to determine each user's optimal shoe size and gait characteristics. A foot scanner using the front-facing camera will measure foot dimensions to ensure proper fit. Users will also complete an intelligent health survey and upload a short video of their gait for analysis. Powerful AI models will integrate this multi-dimensional user data to customize the shoe's support for pronation and supination on an individual basis. The app will additionally facilitate direct e-commerce functions for purchasing customized pairs. An engaging mobile-first design focusing on usability and data privacy will optimize the user experience. Potential freelance candidates should have proven experience developing full-stack projects, with an emphasis on front-end skills like React and backend abilities in Python frameworks. Proficiency in computer vision, deep learning, and a cloud infrastructure is desired for training models and processing multimedia assets at scale. Overall, this project aims to leverage cutting-edge technologies to deliver personalized running gear and aftercare through a hassle-free digital platform.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/development-of-an-ai-powered-web-application-for-a-running-s-4388494,$492
Web scraping tool,"I am seeking development of an automated web data extraction application. The tool should programmatically access specific websites, gather contact email addresses embedded within pages, and compile the addresses into a single downloadable file. Rather than manual browsing and copying, the application will retrieve email addresses directly from backend code through simulation of usual page loading. It should seamlessly navigate sites, interpret HTML/JavaScript to find contact strings in a specified format, and organize the yields into a clean spreadsheet format. User-interface for configuration and output should be intuitive and minimal. Primary objectives include contact harvesting from numerous pages in an expedited unobtrusive manner and segmentation of the compiled addresses for simplified import into email marketing services. Experience with web scraping libraries such as Selenium, BeautifulSoup or Scrapy would be beneficial. Proficiency in Python is required for this project.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/web-scraping-tool-4382888,$449
Create a web app using Azure to replace a traditional form,"Looking to create a web application that will be hosted in Azure using Azure technologies. The application will be replacing a manual form, currently users complete the form, sign it and then email it back. We are looking to modernise the process by creating an application. The workflow is as follows. 1. User opens the web application which will be secured using a certificate 2. Before completing the form, the user completes a multi factor authentication where a captcha phrase will be used to verify that they user is human and they provide their email address for the MFA process. 3. The next step is to open up a form to get the user to confirm their email address, they get to enter it twice with copy and paste disabled for the second input textbox so they have to type it in. 4. After this, an Azure process will get the email address, generate a random token number with 5 or 6 digits and send it to the users email address, the web app will then ask the user to confirm the number, if the number matches the user is presented with a form to complete which is the actual physical form but in a way of a web application. 5. The form should capture the IP address of the client and the date, so when the form was opened and when the form was submitted for processing. 6. The form should allow the user to sign the form either by typing their name and the date or by drawing their signature and the date. 7. After the form is submitted, a PDF file Is generated with the completed details, the form is then sent to us via email and the client so that they also have a copy of the details they provided. The PDF file should be FirstName_LastName_Application_Form_DDMMYYYYHHMM. The PDF form will also need to be stored within a storage account or Google drive. 8. Validation entries should be included in the form, for example dates should be using a date control, list of ISO countries should be a drop down list etc. Technical Requirements Programming language Python preferred for the backend. Branding graphics Technology needs to run on Azure stack. CI/CD required (Azure Devops or Github Actions) Documentation required (Editing graphics, how to add new fields, CI/CD etc). Deployment required onto our domain.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/create-a-web-app-using-azure-to-replace-a-traditional-form-4391310,$163
full-stack web developer,"I’m looking for a skilled full-stack web developer who can build a complete website from scratch – both frontend and backend.I already have most of the design prepared in Canva, which I can share with you. It might not be directly usable for coding, but it provides a clear visual direction. **Core Requirements:** * Fully custom-built website (no templates, no WordPress). * Responsive design that works perfectly on desktop, tablet, and mobile. * Clean, modern, and fast-loading frontend. * Admin panel with full control over users and content. * User registration and login (via email and/or phone). * Paid posting system with credit or wallet functionality. * Listing system with filters (by location, category, etc.). * Contact options via direct message or contact form. * Strong focus on security and privacy. * SEO-friendly structure. * Multilingual support (starting with one language, but should be expandable). **Preferred Tech Stack (flexible):** * Frontend: HTML, CSS, JavaScript (or modern frameworks like React/Vue) * Backend: Node.js / PHP / Python / Laravel (or other full-stack solution) * Database: MySQL / PostgreSQL / MongoDB * Payment gateway integration (e.g., Stripe, crypto, or API-ready solution) If you're using a framework or CMS, please explain how it still allows full customization. **I Will Provide:** * Design mockups from Canva. * Reference websites with similar functionality and structure. * A clear feature list and flowchart. **You Must Have:** * Proven experience with full-stack development (portfolio required). * Strong communication skills. * Ability to deliver high-quality code on time. * Experience building classified/listing platforms is a big plus. * You must be comfortable building everything from scratch – not just frontend. ➕ **Bonus If You Can Also:** * Help with basic SEO structure. * Suggest hosting and deployment setup. * Handle testing and debugging across devices.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/full-stack-web-developer-4390143,$41/hr
